Feature Id	Gene Symbol	Uni Gene Id	Gene Id	Accession Id	Ref Seq Protein Id	Ref Seq Transcript Id
244133_at	USP49					
244132_x_at	ZNF518A					
244131_at	HNRNPA2B1					
244130_at	HTR2A					
244128_x_at	GLIS1					
244126_at	PEX11G					
244122_at	MGST3					
244121_at	UBR3					
244119_at	LINC00551					
244118_at	GABRA1					
244116_at	LOC101927391					
244115_at	FAM126A					
244113_at	KCNJ9					
244111_at	KRT222					
244110_at	KMT2A					
244109_at	WDR38					
244108_at	SYNPO2					
244107_at	DSC3					
244104_at	MGAT3					
244103_at	SDE2					
244099_at	CACNG2					
244097_at	CR2					
244095_at	ANKFN1					
244092_at	ZRANB3					
244085_at	ZNF653					
244084_at	AIFM3					
244079_at	LRRC72					
244077_at	C10orf113					
244076_at	KIAA2022					
244071_at	FBLL1					
244070_at	SYNE1					
244066_at	DENND4C					
244063_at	BTN2A1					
244062_at	DAAM1					
244058_at	VSTM4					
244057_s_at	VSTM4					
244056_at	SFTA2					
244052_at	CBR4					
244050_at	HACD4					
244046_at	URGCP					
244043_at	TFDP2					
244041_at	STX6					
244040_at	KCNN3					
244038_at	WDR89					
244033_at	CEP128					
244030_at	STYX					
244029_at	LOC100131043					
244025_at	ITPRIP					
244024_at	ZNF182					
244023_at	SYK					
244012_x_at	XPO1					
244011_at	PPM1K					
244008_at	PARP8					
244007_at	ZNF462					
244006_at	POU2F1					
244001_at	NAP1L4					
243_g_at	MAP4					
243999_at	SLFN5					
243998_at	KRT222					
243995_at	PTAR1					
243986_at	LINC00355					
243985_at	GTF2A2					
243984_at	SCRG1					
243981_at	STK4					
243980_at	ZNF594					
243978_at	FAM65C					
243977_at	LOC541472					
243976_at	RNF115					
243972_at	BTF3L4					
243971_x_at	LINC00202-2					
243970_at	LOC100130642					
243969_at	SLC24A4					
243968_x_at	FCRL1					
243967_at	AFF3					
243965_at	GAL3ST3					
243961_at	LOC100505622					
243957_at	LOC100128108					
243956_at	SUSD3					
243954_at	LINC00877					
243953_at	FADS2					
243952_at	TPTEP1					
243951_at	ABCB1					
243198_at	TEX9					
243196_s_at	TRAFD1					
243195_s_at	ZNF551					
243194_at	ZNF551					
243189_at	NRF1					
243188_at	ZNF283					
243186_at	FAM117B					
243181_at	ANKIB1					
243175_at	UTS2B					
243173_at	CABP7					
243171_at	LOC100128325					
243167_at	ABCB5					
243166_at	SLC30A5					
243165_at	BTF3					
243163_at	HECW1					
243161_x_at	ZFP42					
243153_at	CDK5RAP2					
243152_at	COPS8					
243143_at	FAM24A					
243142_at	FGD6					
243141_at	SGMS2					
243140_at	ACTA2					
243136_at	GINS2					
243135_x_at	SNX8					
243133_at	TSC22D1					
243132_at	APTX					
243129_at	LOC642980					
243128_at	ZNF175					
243127_x_at	DNASE1					
243124_at	RRN3P2					
243122_at	PACRG-AS3					
243118_at	CEP57L1					
243116_at	PIP5KL1					
243110_x_at	NPW					
243109_at	MCTP2					
243108_at	RANBP9					
243106_at	CLEC12A					
243103_at	SYNGR2					
243101_x_at	XKR7					
243099_at	NFAM1					
243096_at	NDEL1					
243093_at	C2orf49					
243092_at	PAN3-AS1					
243087_at	WDR63					
243084_at	CALD1					
243081_at	DSG2-AS1					
243080_at	HECW2					
243077_at	FLJ16734					
243076_x_at	GLI4					
243070_at	INO80D					
243066_at	NPL					
243062_at	FLCN					
243061_at	LINC01551					
243060_at	LINC01532					
243059_at	FENDRR					
243056_at	C12orf60					
243053_x_at	LOC100128079					
243052_at	MOB3C					
243051_at	CNIH4					
243048_at	CECR7					
243047_at	FAM193B					
243045_at	SMYD1					
243043_at	EFCAB10					
243042_at	MIGA1					
243038_at	RBM43					
243036_at	CCDC30					
243035_at	LOC101927038					
243033_at	TWF1					
243029_at	KREMEN1					
243027_at	IGSF5					
243026_x_at	XIAP					
243021_at	LOC102724312					
243020_at	FAM13A-AS1					
243019_at	LOC100132207					
243017_at	USP27X-AS1					
243015_at	CYP3A5					
243011_at	NXPE3					
243010_at	MSI2					
243008_at	RHEB					
243007_at	TTC5					
243001_at	RBFA					
243000_at	CDK6					
242999_at	ARHGEF7					
242998_at	RDH12					
242996_at	MTRF1					
242992_at	ZNF551					
242991_at	TJP2					
242989_at	STRN					
242988_at	DCST2					
242987_x_at	LAMA5-AS1					
242986_at	NAV1					
242985_x_at	RNF180					
242984_at	MKLN1					
242982_x_at	ITGB8					
242980_at	COMMD10					
242979_at	IRS1					
242974_at	CD47					
242973_at	CACNA1C					
242972_at	HCG18					
242970_at	DIP2B					
242969_at	ZNF780B					
242966_x_at	RFX2					
242963_at	SGMS2					
242961_x_at	DDX58					
242957_at	VWCE					
242956_at	IDH1					
242954_at	LOC101059948					
242953_at	ZNF234					
242949_x_at	CCDC157					
242946_at	CD53					
242945_at	FAM20A					
242944_at	FAM83A					
242943_at	ST8SIA4					
242942_at	SLC38A10					
242941_x_at	TBX1					
242940_x_at	DLX6					
242939_at	TFDP1					
242938_s_at	FOXK2					
242937_at	FOXK2					
242935_at	SBF2					
242934_at	LOC101928409					
242930_at	OSGEP					
242928_at	TMED3					
242925_at	RNF148					
242923_at	ZNF678					
242922_at	NOMO3					
242921_at	SGSM1					
242918_at	NASP					
242917_at	RASGEF1A					
242916_at	CNTRL					
242915_at	ZNF682					
242913_at	CLIC6					
242912_at	POTEM					
242911_at	MED13L					
242907_at	GBP2					
242855_at	KCP					
242854_x_at	DLEU2					
242852_at	LOC285147					
242851_at	MFSD4B					
242850_at	HMBOX1					
242847_at	EMSY					
242845_at	RUNX1T1					
242844_at	PGGT1B					
242843_at	BCAN					
242841_at	LOC100505570					
242838_at	MAP6D1					
242837_at	SRSF4					
242835_s_at	LOC728730					
242834_at	UBA6					
242830_at	ZNF865					
242828_at	FIGN					
242825_at	PLPPR5					
242823_at	ADAMTS18					
242821_at	CCDC171					
242818_x_at	YIPF4					
242817_at	PGLYRP2					
242814_at	SERPINB9					
242812_at	HCG18					
242809_at	IL1RL1					
242807_at	FSD1L					
242804_at	POLN					
242800_at	NHS					
242798_at	LINC01424					
242794_at	MAML3					
242791_at	FBXO3					
242789_at	PDE1A					
242788_at	KDM4D					
242786_at	SBF2-AS1					
242785_at	EML6					
242782_x_at	TMEM198					
242781_at	FAM199X					
242780_at	VAPA					
242778_at	LPXN					
242776_at	ZCCHC6					
242774_at	SYNE2					
242773_at	SLC5A1					
242771_at	TTN					
242770_at	FRG1JP					
242767_at	LMCD1					
242765_at	MOBP					
242764_at	DCHS2					
242762_s_at	FAM171B					
242761_s_at	ZNF420					
242760_x_at	PIGB					
242758_x_at	KDM3A					
242757_at	MDGA1					
242754_at	LOC101559451					
242753_x_at	AP1AR					
242752_at	PPM1K					
242750_at	MMAA					
242748_at	SREBF2					
242746_at	KLHDC10					
242745_at	CASR					
242744_s_at	CASR					
242738_s_at	ZFHX3					
242735_x_at	ELF2					
242731_x_at	BMPR1A					
242729_at	TTN-AS1					
242727_at	ARL5B					
242722_at	LMO7					
242720_at	ITIH4					
242719_at	RYBP					
242716_at	SLC30A1					
242715_at	ZNF536					
242714_at	LOC101928429					
242711_x_at	FANCM					
242707_at	MED23					
242706_s_at	MED23					
242705_x_at	LRPAP1					
242704_at	ZNF821					
242702_at	MMAA					
242701_at	TBRG1					
242700_at	PON2					
242698_at	AKAP14					
242697_at	ZNF540					
242692_at	GLYCTK-AS1					
243496_at	RAB18					
243495_s_at	ZNF652					
243494_at	TBX18-AS1					
243492_at	THEM4					
243491_at	ZNF431					
243487_at	AFF4					
243483_at	TRPM8					
243482_at	EPS15L1					
243481_at	RHOJ					
243478_at	CHST2					
243477_at	ATG10					
243476_at	NF1					
243475_at	CBL					
243468_at	PATE1					
243463_s_at	RIT1					
243459_x_at	CDK14					
243457_s_at	ZNF214					
243456_at	ZNF214					
243452_at	LOC646778					
243446_at	AJUBA					
243445_at	BNC2					
243444_at	SRD5A3					
243443_at	PPME1					
243441_at	LOC101060400					
243440_at	SIX3-AS1					
243439_at	ZNF418					
243438_at	PDE7B					
243437_at	GCC1					
243435_at	KCNQ1OT1					
243433_at	ARHGAP30					
243432_at	CHL1-AS2					
243430_at	SEZ6					
243428_at	KCNQ1OT1					
243426_at	LINC00667					
243425_at	LOC101928557					
243423_at	TNIP1					
243419_at	LOC654342					
243417_at	ZADH2					
243413_at	TTC30B					
243411_at	POLDIP3					
243409_at	FOXL1					
243407_at	MFSD8					
243406_at	TMCO5B					
243403_x_at	CPM					
243400_x_at	LTBR					
243392_at	USP49					
243387_at	MESP1					
243386_at	CASZ1					
242690_at	ATP11C					
242689_at	RALGPS1					
242687_at	FAM160A1					
242686_at	STARD13					
242685_at	GTPBP8					
242684_at	ZNF425					
242683_at	LINC00668					
242680_at	AVPR1A					
242679_at	TTN-AS1					
242676_at	NDUFV2-AS1					
242674_at	EIF4E					
242670_at	LGI4					
242669_at	UFM1					
242668_x_at	SUN5					
242667_at	TLR3					
242666_at	PIK3IP1-AS1					
242665_at	FMNL2					
242663_at	LINC00662					
242662_at	PCSK6					
242661_x_at	ALS2CR12					
242660_at	MALRD1					
242656_at	GTF2H1					
242655_at	BARD1					
242654_at	FANCC					
242653_at	DCC					
242649_x_at	HMGN2P46					
242648_at	KLHL8					
242647_at	USP34					
242644_at	TMC8					
242641_at	COL6A6					
242640_at	PROSER3					
242639_at	ICE2					
242638_at	LOC101928731					
242636_at	PRCP					
242635_s_at	NAPEPLD					
242634_at	GATAD1					
242633_x_at	ZNF75A					
242632_at	FGD2					
242631_x_at	DLC1					
242629_at	RAB3B					
242628_at	KLRB1					
242626_at	SAMD5					
242625_at	RSAD2					
242624_at	ABLIM2					
242623_x_at	PSMG4					
242622_x_at	PTEN					
242621_at	ZSCAN25					
242618_at	HCG18					
242617_at	TMED8					
242615_at	CFAP100					
242608_x_at	FAM161B					
242605_at	DCN					
242603_x_at	KIN					
242602_x_at	ZNF254					
242601_at	HEPACAM2					
242600_at	FRMD3					
242597_at	ZMYM2					
242595_at	TSSK4					
242594_at	BOD1L1					
242592_at	GPR137C					
242591_at	DNAH1					
242587_at	SLC9A9					
242586_at	FSD1L					
242585_at	CKMT2-AS1					
242584_at	FAM161A					
242583_at	STON2					
242579_at	BMPR1B					
242578_x_at	SLC22A3					
242577_at	LOC389834					
242575_at	SMG7					
242574_at	FKBP15					
242571_at	REPS2					
242569_at	STAM2					
242567_at	ABTB1					
242566_at	VASH1					
242565_x_at	YBEY					
242561_at	IPO9					
242560_at	FANCD2					
242557_at	ZNRD1ASP					
242555_at	C16orf87					
242554_at	TPCN2					
242553_at	ABCC3					
242552_x_at	ZBED5					
242550_at	EIF3B					
242549_at	PRKD3					
242548_x_at	ANKRD37					
242545_at	TTLL11					
242543_at	SH2D6					
242541_at	ABCA9					
242540_at	DNHD1					
242539_at	DIS3L2					
242534_at	EVI5L					
242531_at	RRAGC					
242528_at	HOXA-AS2					
242525_at	SLC2A5					
242524_at	CBLN4					
242523_at	LINC00938					
242522_at	TCF24					
242521_at	CARD8-AS1					
242520_s_at	C1orf228					
242518_at	RAD51-AS1					
242517_at	KISS1R					
242516_x_at	RBM46					
242515_x_at	AKIP1					
242513_x_at	USF3					
242512_at	MYO9A					
242510_at	LOC101928324					
242508_at	USF3					
242507_at	UBXN7-AS1					
242503_at	CHST13					
242502_at	KCNH5					
242499_at	U2AF1					
242497_at	TRAFD1					
242496_at	ART4					
242493_at	PTPRD					
242492_at	CLNS1A					
242489_at	LOC646778					
242488_at	CHRM3					
242487_at	CC2D1B					
242484_at	TTC9B					
242482_at	PRKAR1A					
242479_s_at	MCM4					
242477_at	TTC39B					
242474_s_at	VMA21					
242473_at	TRAF4					
242472_x_at	FNBP4					
242470_at	EID2B					
242465_at	GAPLINC					
242463_x_at	ZNF600					
242462_at	LINC00665					
242458_at	RALGPS2					
242456_at	MRE11A					
242455_at	POU3F2					
242451_x_at	RPS19					
242450_at	RGMB					
242400_at	ZFP90					
242396_at	NR2F2					
242394_at	CNKSR3					
242392_at	UBE2U					
242389_at	LUC7L3					
242388_x_at	TAGAP					
242387_at	TDRP					
242386_x_at	LOC101927608					
242385_at	RORB					
242382_at	LOC100506207					
242378_at	MYADML2					
242377_x_at	THUMPD3					
242372_s_at	MFSD4A					
242370_at	MTHFD2L					
242364_x_at	TNRC6C-AS1					
242363_at	DYNC1I2					
242360_at	LDB2					
242358_at	RASSF8-AS1					
242356_at	VTI1A					
242355_at	CRAMP1					
242352_at	NIPBL					
242350_s_at	ST8SIA6-AS1					
242349_at	HECTD1					
242348_at	FAM19A4					
242345_at	COL28A1					
242344_at	GABRB2					
242342_at	GUCY1A2					
242341_x_at	GLYCTK					
242338_at	TMEM64					
242336_at	GSK3B					
242335_at	SLC25A37					
242334_at	NLRP4					
242332_at	FENDRR					
242331_x_at	FRG1JP					
242328_at	RAB3C					
242326_at	COL22A1					
242325_at	YWHAH					
242324_x_at	CCBE1					
242323_at	PLA2G12A					
242321_at	PTPN14					
242319_at	DGKG					
242318_at	TAPT1					
242317_at	HIGD1A					
242316_at	TMOD3					
242314_at	TNRC6C					
242313_at	LOC728730					
242308_at	MCOLN3					
242307_at	ZNF789					
242305_at	LOC645513					
242303_at	NRG2					
242302_at	PDS5B					
242301_at	CBLN2					
242297_at	RREB1					
242295_at	LOC150596					
242294_at	FBXO45					
242293_at	ING3					
242291_at	EIF4ENIF1					
242290_at	TACC1					
242289_at	MRPL42					
242288_s_at	EMILIN2					
242287_at	CLIP1					
242286_at	GRIN2A					
242284_at	LINC00466					
242283_at	DNAH14					
242282_at	ZFPM1					
242281_at	GLUL					
242280_x_at	CPEB4					
242274_x_at	SLC25A42					
242273_at	LLPH					
242272_at	ZNF785					
242271_at	SLC26A9					
242270_at	ACP6					
242269_at	LINC00982					
242268_at	CELF2					
242265_at	BRD8					
242263_at	TMED5					
242262_x_at	LINC01360					
242261_at	IREB2					
242260_at	MATR3					
242259_at	FAM187B					
242255_at	WDR37					
242906_at	SESN3					
242905_at	PNO1					
242903_at	IFNGR1					
242902_at	CYMP					
242899_at	SESN3					
242898_at	EIF2AK2					
242891_at	ADCY5					
242889_x_at	FUT8-AS1					
242888_at	PRRT3-AS1					
242887_at	KCMF1					
242884_at	LOC440570					
242883_at	OTOS					
242882_at	RNF207					
242881_x_at	DUXAP10					
242880_at	NALCN					
242879_x_at	AKT3					
242876_at	AKT3					
242873_at	LOC101928100					
242871_at	PAQR5					
242866_x_at	POU2F2					
242864_at	ZNF554					
242857_at	FARP2					
242253_at	PPP5D1					
242251_at	SPATA5					
242249_at	FRG1EP					
242248_at	PHKB					
242247_at	METTL15					
242246_x_at	MEG3					
242243_at	TMF1					
242239_at	NSUN6					
242238_at	NUDCD3					
242234_at	XAF1					
242230_at	ATXN1					
242229_at	NAPEPLD					
242228_at	BICD1					
242226_at	GS1-279B7.1					
242224_at	GPATCH2					
242220_at	SPTBN1					
242218_at	PPARD					
242217_s_at	FBRS					
242215_at	GRIK4					
242214_at	RPS27A					
242212_at	RGS16					
242211_x_at	WDR90					
242210_at	ZNF24					
242209_at	ANKRD33					
242208_at	ZNF37BP					
242204_at	WFDC5					
242201_at	PMS2P5					
242200_at	ADAMTSL5					
242197_x_at	CD36					
242196_at	ARHGAP32					
242195_x_at	NUMBL					
242193_at	MIR124-2HG					
242192_at	YPEL2					
242187_s_at	TNRC18					
242186_x_at	ADGRL3					
242185_at	SREK1					
242184_s_at	SREK1					
242183_at	IRGQ					
242180_at	TSPAN16					
242179_s_at	TSPAN16					
242178_at	LIPI					
242176_at	MEF2A					
242173_at	PLD5					
242169_at	BHMT2					
242168_at	NDUFS7					
242165_at	LRIG2					
242164_s_at	LRIG2					
242163_at	THRAP3					
242162_at	DAW1					
242158_at	PAPOLB					
242157_at	CHD9					
242155_x_at	RFFL					
242154_x_at	LRR1					
242153_at	LARP1B					
242150_at	CLSPN					
242149_at	FAM210A					
242148_at	BCL6B					
242146_at	SNRPA1					
242141_at	HDAC2					
242138_at	DLX1					
242137_at	RBMS3					
242136_x_at	MGC70870					
242131_at	ATP6					
242129_at	SIN3B					
242128_at	OTX2					
242124_at	CHST1					
242123_at	PAQR7					
242121_at	FTX					
242120_at	USP49					
242119_at	PROX1					
242112_at	LSM11					
242111_at	METTL3					
242107_x_at	TBX18					
242105_at	CCNE1					
242103_at	TMEM86A					
242102_at	DIAPH3-AS1					
242100_at	CHSY3					
242098_at	ARFGEF3					
242095_at	LOC100505530					
242093_at	SYTL5					
242092_at	EPB41L2					
242091_at	ZNF720					
242088_at	KLHL24					
242087_x_at	MFI2-AS1					
242086_at	SPATA6					
242084_at	THEG5					
242083_at	ZNF81					
242082_at	MMAB					
242081_at	ACAP1					
242079_at	RGS12					
242078_at	AFF3					
242077_x_at	MB21D1					
242071_x_at	ITGA8					
242070_at	LOC728485					
242069_at	CBX5					
242065_x_at	IDI1					
242064_at	SDK2					
242062_at	SAMD8					
242061_at	RSPO2					
242060_x_at	PHF11					
242056_at	TRIM45					
242055_at	PSMG4					
242054_s_at	SIX3					
242050_at	LRRC7					
242049_s_at	NBAS					
242047_at	RTKN2					
242042_s_at	HAGLR					
242041_at	CSPP1					
242040_at	GCNT7					
242039_at	ARAP1					
242038_at	LRRC8B					
242037_at	ASPH					
242036_x_at	ATP2B3					
242035_at	LMBR1					
242034_at	FBXL17					
242033_at	RNF180					
242032_at	KIDINS220					
242028_at	ZNF709					
242026_at	MYCN					
242023_at	ABHD4					
242021_at	XBP1					
242020_s_at	ZBP1					
242019_at	CERS6					
242017_at	ZNF654					
242015_x_at	APEH					
242013_at	BCL2L15					
242009_at	SLC6A4					
242007_at	FBXO30					
242006_at	LCA5					
242005_at	LINC00973					
242003_at	ERICH1					
242002_at	NKAIN2					
242000_at	CASD1					
241999_at	SFXN5					
241998_at	C2orf80					
241977_s_at	RAB3C					
241976_at	TCEA3					
241973_x_at	DPP7					
241972_at	ZNF674-AS1					
241969_at	ARID5B					
241968_at	ABHD18					
241966_at	MYO5A					
241964_at	ZNF865					
241963_at	ZNF704					
241962_at	NT5DC1					
241961_at	TECRL					
241960_at	CSMD1					
241959_at	ANAPC10					
241957_x_at	LIN7B					
241955_at	HECTD1					
241954_at	FDFT1					
241952_at	SLC16A11					
241951_at	SLCO1C1					
241950_at	WWC1					
241949_at	ACOT6					
241947_at	PCED1B-AS1					
241946_at	ZDHHC21					
241945_at	LOC101929681					
241943_at	C18orf61					
241942_at	PXDNL					
241939_at	IQGAP3					
241938_at	QKI					
241937_s_at	WDR4					
241935_at	SHROOM1					
241934_at	NTM					
241933_at	QRSL1					
241931_at	XG					
241927_x_at	CDC34					
241926_s_at	ERG					
241925_x_at	SLC16A7					
241923_x_at	NANS					
241922_at	LMO4					
241920_x_at	SPG11					
241919_x_at	WDR31					
241918_at	ANO7					
241915_at	ACSM2B					
241912_at	ZNF814					
241911_at	CDKL3					
241909_at	TNKS2					
241908_at	BROX					
241905_at	PIK3C2A					
241902_at	MKX					
241901_at	LOC101929988					
241899_at	LOC553103					
241898_at	LIPH					
241896_at	MACF1					
241894_at	VMO1					
241892_at	NCL					
241889_at	NFKBID					
241887_at	UBE2W					
241886_x_at	LINC01089					
241882_at	CAMTA1					
241881_at	TRIM58					
241879_at	LPP					
241876_at	MDM4					
241874_at	IGIP					
241871_at	CAMK4					
241869_at	APOL6					
241866_at	SLC16A7					
241863_x_at	TTC14					
241862_x_at	C19orf45					
241861_at	SYCP3					
241859_at	PLCL1					
241858_at	TNNI3K					
241856_at	IMPG2					
241854_at	DNASE1					
241851_x_at	LOC100130429					
241847_at	LOC101927021					
241846_at	HCG18					
241844_x_at	TMEM156					
241842_x_at	C19orf45					
241839_at	DLG3-AS1					
241836_x_at	CEP97					
241833_at	PEX5L					
241832_at	FAM98A					
241830_at	NOL4L					
242447_at	C3orf70					
242446_at	C6orf163					
242445_at	FGD4					
242444_at	C1QTNF6					
242442_x_at	TRMT10A					
242439_s_at	ASXL1					
242438_at	ASXL1					
242435_at	PDE4A					
242433_at	ZBTB11					
242432_at	LRRC37A2					
242429_at	ZNF567					
242427_at	WAC					
242426_at	NRG4					
242422_at	G3BP1					
242420_at	PPP1R9A					
242418_at	C2orf27A					
242415_at	FBRSL1					
242414_at	QPRT					
242412_at	LOC101929255					
242411_at	ARL10					
242410_s_at	CACNA1E					
242408_at	STYX					
242404_at	GNB5					
241829_at	FAM124A					
241828_x_at	KRT17P5					
241827_at	ZNF615					
241826_x_at	ZNF738					
241825_at	TYW5					
241822_at	SIX5					
241821_at	LINC00908					
241820_at	RIF1					
241819_at	TNFSF8					
241813_at	MBD1					
241812_at	SPATS2L					
241811_x_at	SLC6A4					
241810_at	LOC100131180					
241808_at	ZC2HC1A					
241805_at	GABRG1					
241802_x_at	GRM2					
241801_at	PGAP1					
241800_x_at	ZMYM2					
241799_x_at	LOC102725022					
241795_at	RHEB					
241794_at	ACTR6					
241793_at	MSS51					
241792_x_at	LUC7L3					
241791_at	TTN					
241789_at	RBMS3					
241787_at	FOXCUT					
241784_x_at	HELQ					
241782_at	NEBL					
241781_at	CARNMT1					
241779_at	MTX3					
241778_at	NT5C2					
241774_at	PSMA3-AS1					
241771_at	RIMBP2					
241767_at	LOC101928087					
241766_at	LOC100509303					
241765_at	CPM					
241763_s_at	FBXO32					
241762_at	FBXO32					
241760_x_at	RORA					
241758_at	NUP93					
241757_x_at	DYNC2LI1					
241755_at	UQCRC2					
241754_at	SCAI					
241752_at	SLC8A1					
241751_at	OFD1					
241749_at	MURC					
241748_x_at	DGCR14					
241747_s_at	CUL7					
241746_at	CUL7					
241745_at	LOC100507557					
241743_at	LOC101928323					
241742_at	PRAM1					
241741_at	CRLS1					
241739_at	OGFOD1					
241738_at	ZNF250					
241736_at	FBXW2					
241735_at	RASSF8					
241734_at	SRFBP1					
241733_at	C18orf54					
241731_x_at	ZNF440					
241730_at	MYNN					
241729_at	DOK6					
241727_x_at	DHFR2					
241725_at	E2F7					
241723_at	IQGAP2					
241720_at	ZNF326					
241717_at	MOBP					
241716_at	HSPD1					
241715_x_at	ACPT					
241712_at	CBY3					
241710_at	C1GALT1C1L					
241709_s_at	DOCK1					
241708_at	DOCK1					
241707_at	TRABD2B					
241706_at	CPNE8					
241705_at	ABCA5					
241704_x_at	ZNF320					
241703_at	RUNDC3B					
241701_at	ARHGAP21					
241700_at	ZFHX4					
241698_at	RFTN2					
241696_at	CNTLN					
241694_at	PKHD1					
241691_at	SCARF2					
241690_at	FAM205BP					
241689_at	METTL14					
241687_at	WDR12					
241685_x_at	PURA					
241683_at	HECTD1					
241682_at	KLHL23					
241672_at	SERTM1					
241670_x_at	NBAT1					
241669_x_at	PRKD2					
241668_s_at	LOC101928728					
241666_at	TCAIM					
241663_at	TCAIM					
241661_at	JMJD1C					
241659_at	JMJD1C					
241658_at	ARIH1					
241652_x_at	LIN7A					
241650_x_at	HMCN2					
241644_at	BOLA2					
241643_at	TLK1					
241642_x_at	TLK1					
241640_at	BCAP29					
241631_at	ARHGEF40					
241627_x_at	ARHGEF40					
241626_at	WTAP					
241625_at	LOC389834					
241624_at	LOC389834					
241623_at	PTPN2					
241622_at	PTPN2					
241621_at	SMCHD1					
241620_at	SMCHD1					
241612_at	FOXD3					
241611_s_at	FNDC3A					
241609_at	FOXD3					
241607_at	LOC730102					
241606_s_at	TRUB1					
241605_at	TRUB1					
241604_at	ATP11A					
241603_at	ATP11A					
241602_at	ZNF582					
241601_at	WIPF3					
241600_at	WIPF3					
